"",Matrix::rowSums(assay(gast_cds))
LOC117684347,0
LOC105336585,15
LOC105341679,1
LOC117684349,0
LOC117684348,0
LOC117684350,20
LOC117684351,0
LOC117684353,0
LOC117684352,0
LOC117684212,0
LOC117684354,0
LOC117684355,1
LOC117684356,0
LOC117684357,37
LOC117684358,2
LOC105341649,2
LOC117684359,0
LOC105335009,134
LOC117684578,1
LOC117684846,0
LOC105340711,0
LOC117684550,1
LOC105336767,2
LOC117684551,10
LOC109619685,4
LOC117684213,31
LOC117684552,6
LOC117684553,2
LOC105329685,96
LOC105342920,62
LOC117684214,62
LOC117684215,0
LOC105331626,1
LOC117684555,271
LOC117684554,74
LOC117684556,57
LOC117684557,3159
LOC117684558,26
LOC117684559,127
LOC109617227,0
LOC117684560,8
LOC117684561,3
LOC117684562,2
LOC117684563,3
LOC117684565,0
LOC117684564,1
LOC105335099,4
LOC117684566,12
LOC105335098,59599
LOC105335097,567
LOC105335096,485
LOC105335095,449
LOC105335094,11050
LOC105335093,2274
LOC105335092,3181
LOC105335090,8638
LOC105335091,6
LOC117684567,4
LOC105335089,2032
LOC105335087,9254
LOC105335088,23509
LOC105335086,7246
LOC105335085,1004
LOC105335084,98
LOC105335127,3
LOC105335083,16
LOC105335082,36
LOC105335081,109
LOC105335126,35
LOC117684216,3
LOC105335080,7924
LOC105335079,5341
LOC105335078,126
LOC105335077,1341
LOC105335076,369776
LOC105319282,47696
LOC105319283,2516
LOC105319284,1732
LOC105343797,18686
LOC117684569,170
LOC117684568,24
LOC105343799,5879
LOC105343802,5664
LOC105343801,215081
LOC117684570,452
LOC105343803,2162
LOC105343804,14507
LOC117684571,38
LOC105343805,404
LOC105343806,7437
LOC105330846,8793
LOC105330847,1861
LOC105332481,690
LOC105332477,5011
LOC105332479,8345
LOC105332480,328
LOC105332476,1298
LOC105332475,2977
LOC105328726,1090
LOC105328727,33332
LOC109620969,354
LOC105328728,24643
LOC105328729,7692
LOC117684572,0
LOC117684217,0
LOC117684573,7
LOC105328735,145393
LOC105328733,5028
LOC105328734,13073
LOC105328732,386
LOC105328731,17099
LOC105336802,35
LOC117684575,0
LOC117684577,0
LOC117684576,0
LOC117684574,0
LOC105348122,0
LOC117684546,0
LOC117684218,1
LOC105322597,2
LOC117684361,74
LOC117684680,20
LOC117684681,1
LOC117684219,1
LOC117684220,2
LOC117684221,0
LOC117684682,28
LOC117684683,59
LOC105349182,830
LOC105349183,3
LOC105349184,2
LOC105349185,20
LOC109620211,0
LOC117684684,0
LOC117684685,0
LOC105338307,64
LOC109620003,97
LOC105338306,15
LOC117684686,947
LOC105338286,2849
LOC117684222,1
LOC105338284,12
LOC109620001,2
LOC117684687,0
LOC105339295,6512
LOC105338283,3
LOC105339296,5217
LOC105334511,7401
LOC105334506,76
LOC105334507,12861
LOC105334508,6152
LOC105334510,4
LOC117680673,15
LOC105348304,61
LOC105348305,196
LOC105348306,956
LOC105348307,11110
LOC105348308,3400
LOC117684223,196
LOC117684688,3
LOC117684689,151
LOC117684690,88
LOC105347633,35
LOC105324552,12860
LOC105324551,198
LOC105324550,1985
LOC105333079,1495
LOC105333076,1437
LOC105323132,967
LOC105323133,26208
LOC105323134,4260
LOC105323136,6858
LOC117684480,25
LOC105342777,175
LOC117684460,0
LOC117684814,1
LOC105327300,13
LOC105342775,11060
LOC105342776,34354
LOC105336681,142445
LOC117684580,3535
LOC105336673,8791
LOC105336674,4521
LOC105336676,3460
LOC105341643,24
LOC117680366,63
LOC105336677,2013
LOC105336678,7510
LOC105336060,727
LOC105336061,3425
LOC105336057,7538
LOC105336053,23788
LOC105336054,73
LOC105336052,140
LOC105336051,0
LOC105336050,0
LOC105336049,7
LOC105336048,19
LOC105336047,0
LOC117680351,0
LOC105336045,0
LOC117684224,0
LOC105336129,0
LOC105336044,0
LOC105336042,7318
LOC105336043,12448
LOC105336040,85343
LOC105336039,54
LOC117680357,276
Trnat-ggu_23,0
Trnat-ggu_24,0
LOC105336128,42
LOC109620833,6
LOC105336038,6
LOC105317097,0
LOC105330735,6
LOC117684583,0
LOC105336225,35
LOC117684586,0
LOC105330736,2
LOC117684585,30
LOC105335114,18
LOC105335113,30
LOC109619624,0
LOC105335109,1559
LOC105335111,14698
LOC105335110,382
LOC105335108,971
LOC105335107,7177
LOC109619622,13
LOC105335105,2836
LOC105335106,50725
LOC105335131,31
LOC105335103,6674
LOC105335102,61
LOC117684609,27
LOC105335130,6
LOC117684225,29
LOC105335100,27620
LOC105334318,13850
LOC105334319,1684
LOC105334320,1
LOC117684610,22
LOC105323596,3778
LOC117684611,560
LOC105323594,76
LOC105328333,1582
LOC105328336,980
LOC105328335,7280
LOC105328334,12
LOC105328337,59
LOC105328338,1761
LOC117684612,679
LOC117684613,13164
LOC105328342,7715
LOC117684626,944
LOC117680457,688
LOC105328347,1108
Trnag-acc,0
LOC117684618,609
LOC105329486,370
LOC105329447,748
LOC117684621,3168
LOC105329449,5490
LOC105329450,456
LOC105329453,746
LOC117684620,172
LOC117684623,18
LOC117684619,2828
LOC105328339,997
LOC105328341,5994
LOC117684624,11588
LOC105328343,4874
LOC105328344,3304
LOC117684614,863
LOC105328346,183
Trnag-acc_1,0
LOC117684615,523
Trnaf-aaa_1,6
LOC105329448,2872
LOC117684617,3648
LOC117684622,1474
LOC105329451,420
LOC105329454,178
LOC105329455,1158
LOC105329456,14452
LOC105329457,188
LOC105329458,19546
LOC105329459,16746
LOC105329460,247
LOC105329463,3039
LOC105329462,2296
LOC105329464,8776
LOC105329465,13203
LOC105329487,9
LOC117684627,19
LOC117684226,32
LOC105329466,535
LOC105329468,4829
LOC105329470,61416
LOC105329471,60
LOC105329472,9416
LOC105329473,7844
LOC105329474,1194
LOC109618893,8
LOC105329475,49801
LOC105329476,3626
LOC105337466,46
LOC105329478,11014
LOC105329479,88
LOC105329480,940
LOC105329481,4535
LOC105329483,1431
LOC105329482,6066
LOC105340362,14
LOC117684628,629
LOC105340300,23192
LOC105340302,7455
LOC105340304,7287
LOC105340305,1767
LOC105340306,8248
LOC105340307,2004
LOC105340363,3916
LOC105340309,6880
LOC117684629,374
LOC117684630,7
LOC117684631,20051
LOC105340311,30674
LOC105340312,1148
LOC105340315,3827
LOC105340313,11963
LOC105340316,8581
LOC105340364,166
LOC117684632,22
LOC105340318,8
LOC105340317,1
LOC105340319,673
LOC105340320,772
LOC105340322,94648
LOC105340323,2165
LOC105340324,155
LOC105340325,819
LOC117684633,169
LOC117684227,0
LOC117684634,69
LOC117684635,1932
LOC105340326,1811
LOC105340327,1365
LOC105340328,4148
LOC105340329,130
LOC105340330,38132
LOC105340332,699
LOC105340333,10083
LOC105340334,1039
LOC105340335,2478
LOC105334011,236
LOC105334012,6078
LOC105334014,12763
LOC117684636,8
LOC105334015,119
LOC105334018,23025
LOC105334016,5888
LOC105334019,478
LOC105334020,1148
LOC105334021,4325
LOC105334023,6440
LOC117684638,2
LOC117684637,55
LOC105334024,16793
LOC105334025,5973
LOC105334026,16788
LOC105334028,727
LOC105334029,15
LOC105334052,3
LOC105334030,237
LOC105334032,4447
LOC105334033,7053
LOC105334034,83646
LOC105334035,2339
LOC105334036,1478
LOC105334038,2256
LOC105334037,11094
LOC105334039,370
LOC109619493,0
LOC105334040,650
LOC117680299,79
LOC105320447,0
LOC105334043,3
LOC117684639,11
LOC105334042,0
LOC105334044,4
LOC117684640,2
LOC105334045,62
LOC105334046,1
LOC105334047,4
LOC105334048,1
LOC105334050,42903
LOC117684228,19
LOC105341831,2
LOC105341833,13
LOC105341840,3
LOC117684229,9
LOC105341834,6620
LOC109620400,103
LOC117684642,2231
LOC105341835,13189
LOC105341837,15866
LOC117684644,5
LOC105341841,24
LOC105341842,58
LOC117684231,15
LOC105318879,5230
LOC105318878,53
LOC105321376,211
LOC109617784,2
LOC105321375,23
LOC105347141,11
LOC105347142,504
LOC105347143,2212
LOC105347144,771
LOC105347145,14
LOC105347146,9
LOC105347147,5045
LOC105347148,7416
LOC105347149,221
LOC105347150,14470
LOC105347151,14369
LOC105347152,9783
LOC105347153,27976
LOC105347155,13160
LOC105347156,805
LOC105347190,603
LOC105347157,6019
LOC105347158,16603
LOC105347159,108
LOC105347160,1959
LOC105347162,181
LOC105347161,10
LOC105347163,690
LOC105347164,7341
LOC105347165,9044
LOC105347166,8979
LOC105347167,891252
LOC105347168,8412
LOC105347169,307
LOC105347170,6
LOC117684646,2
LOC117684647,18
LOC117684232,0
LOC105347229,6
LOC105347230,51
LOC105347231,1357
LOC105326246,19
LOC105326247,9
LOC105326248,12
LOC117684648,1
LOC117684649,4
LOC117684233,29
LOC105334775,11460
LOC105334776,9739
LOC117684655,75
LOC117684656,6
LOC105334800,0
LOC105334778,1138
LOC105334801,602
LOC105334779,19
LOC105334780,41958
LOC105334782,12066
LOC105334783,11361
LOC105334802,620
LOC117684650,1
LOC105334785,61
LOC105334804,74
LOC105334786,1
LOC117680561,0
LOC105334787,6
LOC117680473,0
LOC105334788,0
LOC109619593,1
LOC117684652,138
LOC117684651,0
LOC109617612,5
LOC117684654,0
LOC117684653,0
LOC105334789,932
LOC105334790,1
LOC117684657,0
LOC109619595,1
LOC105334807,13
LOC105334791,373
LOC105334792,14
LOC105334793,10
LOC109617038,488
LOC105334794,1333
LOC109618478,17
LOC105338442,1379
LOC105338413,20362
LOC105345788,17792
LOC105345787,29494
LOC105345785,4305
LOC105345786,875
LOC105345784,2837
LOC105345782,1131
LOC105345783,4603
LOC105345779,20984
LOC105345778,8
LOC117684659,6
LOC105345777,2743
LOC105345775,67
LOC105345776,0
LOC105345774,9
LOC105345773,37
LOC117684660,565
LOC105345771,19891
LOC117684661,48
LOC117684234,11
LOC117684662,2
LOC105345841,3
LOC117684663,186
LOC105332183,5374
LOC105332184,3703
LOC105332185,2380
LOC105332186,1964
LOC105332190,795
LOC105332188,2392
LOC105332187,11
LOC117684665,18
LOC117684664,1
LOC117684666,27
LOC105332191,187665
LOC105332192,1362
LOC105332193,5296
LOC105332194,11149
LOC105332195,86038
LOC105332197,2336
LOC105332198,19210
LOC117684668,3
LOC117684667,1183
LOC105332202,9
LOC105332203,2925
LOC105332204,596
LOC117684669,1
LOC105332206,702
LOC117684671,0
LOC117684673,0
LOC117684670,0
LOC105332209,0
LOC117684672,0
LOC105332210,57
LOC105327892,18
LOC117684674,145
LOC117684676,1
LOC117684675,44
LOC117684677,59
LOC117684678,121
LOC109618713,4
LOC117684796,6
LOC105327909,65
LOC105322386,1011
LOC105322365,1070
LOC105322352,7
LOC117684797,6
LOC105322334,20
LOC105322317,0
LOC105322306,45
LOC105322295,1
LOC105322287,148
LOC105322277,46
LOC105322267,2441
LOC105322412,992
LOC105322252,1113
LOC105322411,10
LOC105322231,9
LOC117684798,0
LOC105322250,6
LOC105322209,522
LOC105322218,7689
LOC105322168,43088
LOC105328513,1
LOC105322148,1083
LOC117684799,53
LOC105344514,373
LOC105322249,66
LOC105322248,2992
LOC117684800,1
LOC105324626,8
LOC105320372,48
LOC105325499,172
LOC117684802,10
LOC105347723,307
LOC105344508,20
LOC117684801,2
LOC105324217,0
LOC105344509,187
LOC109620755,54
LOC105344515,43
LOC105344510,276
LOC105339238,3244
LOC105339239,25559
LOC117684532,0
LOC105334765,5037
LOC105334764,256
LOC105334763,5905
LOC105334762,269
LOC105334761,3195
LOC105334760,6
LOC117684534,0
LOC105331490,0
LOC117684533,4
LOC105334665,655
LOC117684536,10
LOC117684535,75
LOC105332741,6487
LOC105332739,3135
LOC117680536,3616
LOC105332737,72
LOC105332736,8574
LOC117684537,184
LOC109620809,0
LOC105330772,369
LOC117684236,22
LOC105325053,17075
LOC105325054,67
LOC105325055,1133
LOC105325057,0
LOC105325058,76
LOC105321780,1
LOC109617839,0
LOC105321779,7
LOC105321778,8398
LOC105321777,13355
LOC105321776,7207
LOC105321775,337
LOC105321774,3556
LOC105341275,3
LOC117684538,27
LOC105337382,1581
LOC105337384,5339
LOC109619878,1611
LOC105337388,806
LOC105337389,5
LOC105337396,8
LOC105337397,10561
LOC105337391,2345
LOC117684540,27
LOC117684539,85
LOC105326245,13127
LOC117684541,152
LOC105342358,22840
LOC105342354,210
LOC117684543,7
LOC105342357,34
LOC117684542,445
LOC109620461,15
LOC105322640,16
LOC105342353,213
LOC105342352,3376
LOC105342351,379
LOC105324569,13862
LOC105324570,237
LOC105324572,16
LOC105324573,49
LOC105327947,100
LOC105341077,437
LOC105327961,4
LOC105341081,5649
LOC105341082,39
LOC105341084,15127
LOC117684461,0
LOC105341085,4342
LOC105341088,1174
LOC105341087,693
LOC117684462,22
LOC117684463,1
LOC105341089,406
LOC105341091,116527
LOC105341090,14041
LOC105341092,49
LOC117684237,0
LOC105341093,1008
LOC105341094,4205
LOC105341095,236792
LOC105341097,860
LOC105341096,3278
LOC117684464,12
LOC105341141,42
LOC109620331,6
LOC105341098,726
LOC105341100,632
LOC105341099,85
LOC105341101,50253
LOC105341103,20139
LOC105341104,62391
LOC105341105,16
LOC105341106,27042
LOC105341107,7235
LOC105341108,1859
LOC105341110,187
LOC105341111,1
LOC109620335,32
LOC105341112,12270
LOC105341114,19
LOC117684465,0
LOC105341116,16481
LOC105341117,3
LOC109620337,80
LOC109619351,18
LOC105333001,41600
LOC105333000,9695
LOC105332998,146769
LOC105332999,6049
LOC105332997,7041
LOC109619349,21
LOC105332996,184
LOC117684239,0
LOC109620599,149
LOC109620597,0
LOC105343360,10468
Trnak-cuu_21,0
LOC105343361,7838
LOC105343363,9
LOC117684240,6
LOC117684210,46
LOC117684209,7
LOC105331006,0
LOC117684241,0
LOC117684531,2283
LOC117684547,9
LOC105330311,9
LOC109620378,50
LOC117684544,12
LOC105334217,0
LOC105333686,0
LOC105335753,10881
LOC105335754,22724
LOC105335755,5710
LOC105335756,4123
LOC105335757,14178
LOC105335759,70
LOC105335758,118
LOC105335760,4356
LOC105335768,14
LOC105331890,12
LOC117684545,14
LOC105335761,132
LOC105344576,126
LOC105335763,2614
LOC105335764,2386
LOC105335765,44
LOC105335766,2892
LOC117684815,0
LOC109619699,0
LOC105335769,2910
LOC105331486,7168
LOC105344799,418
LOC105344801,2749
LOC105344800,7771
LOC105344802,4000
LOC105344803,9817
LOC105344804,1555
LOC105344805,39
LOC105344806,133
LOC105344807,50
LOC105344808,2065
LOC105344839,2411
LOC105344809,7585
LOC117684816,2
LOC105344812,5
LOC117684817,466
LOC109620796,222
LOC105344814,5677
LOC105344816,37408
LOC105344817,785
LOC105344819,106619
LOC105344820,34402
LOC105344822,1840
LOC105344823,1080
LOC105344824,7811
LOC105344825,3257
LOC105344826,6163
LOC105344828,6819
LOC105344829,2232
LOC105344830,6941
LOC105344832,1
LOC105344833,399
LOC105344834,7
LOC105339088,1
LOC105339087,3513
LOC105339086,50
LOC117684821,3
LOC105339084,2145
LOC105339081,61640
LOC105339082,1267
LOC105339109,1158
LOC109620104,673
LOC105323231,169
LOC117684825,33734
LOC105339079,14977
LOC105339078,2224
LOC105347336,83
LOC105347393,3968
LOC105347337,10010
LOC105347338,66
LOC105347340,338
LOC105347341,8558
LOC105347342,6111
LOC105347343,8170
LOC105347344,23323
LOC105347346,84401
LOC105347347,55824
LOC105347348,868
LOC105347352,2333
LOC105347350,4561
LOC105347353,3646
LOC105347354,31
LOC105347356,2992
LOC105347355,19
LOC105347394,26
LOC105347358,23261
LOC117684830,803
LOC105347359,650
LOC117684831,833
LOC117684481,0
LOC105347396,3
LOC105347361,21
LOC105347362,93690
LOC105347363,3486
LOC105347364,54207
LOC105330184,2
LOC117684832,2025
LOC117684833,13122
LOC117684834,20
LOC105328526,252
LOC105328569,11106
LOC105318582,11742
LOC105345385,52
LOC105336517,1609
LOC109618245,12763
LOC105320311,1880
LOC117680464,8
LOC117684835,69
LOC117684836,59
LOC105328073,42
LOC117684837,30
LOC117684838,3593
LOC105338291,57
LOC117684840,0
LOC105340951,62
LOC117684843,0
LOC117684841,88
LOC105340715,791
LOC105340954,6
LOC109619686,91
LOC117684844,16
LOC117684839,12
LOC105340713,2
LOC109620294,12
LOC105342168,12
LOC105342167,64
LOC117684842,1
LOC105333816,715
LOC105338448,240
LOC117684235,402
LOC105325916,2991
LOC117684774,33
LOC105317858,1
LOC117684775,40
LOC109620673,37
LOC105327716,1
LOC105343100,110
LOC109617223,3
LOC117684405,8
LOC105317048,5
LOC105321959,200
LOC105332349,76
LOC105332339,47427
LOC117684406,1039
LOC105329103,15319
LOC105329118,4429
LOC105329096,18869
LOC117684407,26
LOC105329064,4682
LOC105329062,5903
LOC105329054,8685
LOC105329045,643
LOC105329035,4687
LOC105329006,2052
LOC117684409,29793
LOC117684408,1309
LOC105328977,16385
LOC117680440,919
LOC105328963,26
LOC105328968,3281
LOC105328987,100
LOC105328889,17461
LOC105328878,7423
LOC105328867,14435
LOC105328857,40788
LOC105328848,3222
LOC105328839,2138
LOC105328822,36893
LOC105328783,20235
LOC105330309,11805
LOC105330308,33116
LOC105330305,10924
LOC105330307,3417
LOC105330304,69
LOC105330303,11748
LOC105332358,14487
LOC105332359,3602
LOC105345193,7
LOC105345192,454
LOC105345191,5923
LOC105345190,271
LOC117684410,26
LOC105345228,6207
LOC109620852,376
LOC105345189,205
LOC105345188,1116
LOC105345187,4804
LOC105345186,24
LOC105345185,4
LOC105336333,1451
LOC105336341,193
LOC109619763,66
LOC105336332,34
LOC105336330,506
LOC105336329,3
LOC117684411,2
LOC105336328,2
LOC117684412,83
LOC105342138,181
LOC105346977,472
LOC105346976,87502
LOC105346975,46736
LOC105346974,441
LOC117684979,1
Trnag-ucc_12,0
LOC109621068,134
LOC105346973,2624
LOC117684413,3
LOC109617208,2
LOC105348979,9651
LOC105348980,229
LOC105348981,527
LOC105348982,11
LOC117684362,86
LOC117684482,2
LOC109617209,1
LOC117684363,5
LOC117684364,0
LOC117684365,26
LOC105348985,42443
LOC105348986,17271
LOC105348987,9635
LOC117684366,11
LOC105348988,898
LOC105348989,9589
LOC117684367,1
LOC105348990,4159
LOC105336437,55676
LOC105336422,93
LOC117684368,130
LOC117680401,1
LOC105319234,168
LOC105317856,1
LOC105318056,1901
LOC105317984,3
LOC105318284,29996
LOC105318397,27
LOC105318514,12
LOC105318605,9789
LOC117684374,1
LOC117684372,8
LOC117684373,1
LOC105318829,2224
LOC105343347,31
LOC105318747,2
LOC105318915,11206
LOC105319154,8684
LOC105328800,2
LOC105328794,499
LOC105328795,994
LOC105328796,172
LOC117684375,0
LOC117684376,2
LOC105320658,2088
LOC117680369,1
LOC109619492,6
LOC117684377,12
LOC109618815,3
LOC117684379,2
LOC105328801,6
LOC105320625,1401
LOC105320624,1147
LOC105320623,5096
LOC117684378,981
LOC117684380,2096
LOC105337120,127393
LOC105337122,9066
LOC105337123,3485
LOC105337349,11
LOC117684381,2
LOC105337125,6824
LOC105337126,239
LOC117684382,0
LOC105337128,30
LOC105345229,86
LOC105337130,54
LOC105346663,9458
LOC105346718,7227
LOC105346728,5514
LOC105346737,3626
LOC105346746,2451
LOC105346767,3877
LOC105346756,7
LOC117684383,10
LOC117684384,3
LOC105317356,2335
LOC105317355,4835
LOC105317353,17232
LOC105317354,1525
LOC117684385,2140
LOC105317350,313
LOC105317352,77
LOC105318950,53103
LOC105318980,9253
LOC105327375,8
LOC117684386,3
LOC105327376,7
LOC105327377,83
LOC117684388,0
LOC109620518,178
LOC117684387,19
LOC105340615,31398
LOC105340607,11666
LOC117684389,5
LOC117684390,0
LOC105330871,0
LOC105340591,55
LOC105340587,92
LOC105340567,44530
Rps20,173209
LOC117685009,2
LOC105340555,11798
LOC105340654,9640
LOC105340548,40
LOC105340535,6067
LOC105340528,16
LOC105340517,39622
LOC117684391,1001
LOC105340514,1238
LOC105340502,6015
LOC117684392,0
LOC105327831,571
LOC105327827,202
LOC105327810,651
LOC117684393,3
LOC105327819,5874
LOC105343354,35
LOC105327796,4
LOC105343288,674
LOC105343268,13036
LOC105343257,21246
LOC105343250,12448
LOC105343234,622
LOC105343244,1180
LOC117684394,203
LOC105343204,2
LOC105343220,20
LOC105343228,244
LOC105343180,10
LOC105343169,620
LOC105343159,14631
LOC105343153,571
LOC105323574,4911
LOC105343142,3476
LOC105343136,98726
LOC105343132,365
LOC117684483,0
LOC117684395,0
LOC105332634,136
LOC105332635,11491
LOC105335066,15808
LOC105335067,6588
LOC105335069,416
LOC105335070,29
LOC105343374,2508
LOC105343373,303
LOC105343371,1416
LOC105343370,2973
LOC105321012,9290
LOC105321013,2829
LOC105321014,2846
LOC105321015,1727
LOC105321016,7162
LOC105321017,46439
LOC105321018,1696
Trnal-uag_4,0
LOC105321019,33662
LOC105321020,14692
LOC105321023,3684
LOC105323876,0
LOC117684396,45
LOC105321021,77213
LOC105321024,1537
LOC105321025,12007
LOC105321026,37790
LOC105321027,5426
LOC105321028,434
LOC105321029,1364
LOC105321030,61616
LOC117684397,26896
LOC105321031,25958
LOC117685004,0
LOC117684983,0
LOC117684984,0
LOC117684982,0
LOC117684999,0
LOC117684985,0
LOC117685002,0
LOC117684986,0
LOC117685000,0
LOC117684987,0
LOC117685003,0
LOC117684988,0
LOC117684989,0
LOC117684991,0
LOC117684998,0
LOC117684992,0
LOC117684993,0
LOC117684994,0
LOC117684398,1
LOC117684995,0
LOC117684996,0
LOC117684997,0
LOC117685005,0
LOC117684484,0
LOC105320454,49
LOC105324011,2
LOC105334623,2231
LOC105334622,9167
LOC105334621,15301
LOC105334620,14333
LOC117684485,40
LOC105334632,33
LOC105334618,202
LOC105334617,4131
LOC105333674,2386
LOC105333673,33273
LOC105333672,89
LOC105333671,22777
LOC105333670,5390
LOC105333669,43663
LOC105333668,13025
LOC105333667,221714
LOC105333666,18194
LOC117684402,6
LOC109619435,83
LOC117684401,2
LOC117684404,0
LOC117684403,6
LOC117684400,8
LOC105341158,3557
LOC105325788,5
LOC105341157,5
LOC105325786,8478
LOC105325785,4473
LOC105325784,2192
LOC105325783,3103
LOC109618437,41
LOC105325782,1384
LOC105325781,4740
LOC105332786,20247
LOC105325778,4375
LOC105325777,4
LOC109618439,0
LOC117684860,1
LOC105325776,17
LOC105348077,3575
LOC117680563,135
LOC117684863,12
LOC105319260,5
LOC117684862,12
LOC117680622,19
LOC105348078,118
LOC117684871,2
LOC117684861,12
LOC105348092,0
LOC117684869,6
LOC117684864,31
LOC117684867,178
LOC117684865,37
LOC117684866,281
LOC105348082,2788
LOC117684872,0
LOC117684870,1
LOC105348093,6
LOC105348083,73940
LOC105348084,13333
LOC105348085,637
LOC105348086,3890
LOC117684873,45
LOC105348089,6
LOC105348088,90
LOC105348090,2
LOC117684874,1
LOC105332543,1
LOC105342754,0
LOC105342768,4
LOC105342753,1853
LOC117685013,0
LOC117684980,0
LOC117684981,0
LOC105342767,3
LOC117684360,13
LOC109620519,5
LOC117684486,1
LOC117684487,4
LOC105342752,24
LOC117684588,74
LOC105320683,1873
LOC117684788,21
LOC105320682,3814
LOC105320681,52222
LOC105320678,3069
LOC105320679,20653
LOC105320680,491
LOC109617686,145
LOC105320677,8
LOC117684415,1
LOC117684414,0
LOC105320676,1
LOC105339851,3
LOC105327814,0
Trnas-aga_24,0
Trnas-aga_25,0
LOC117684417,0
LOC117684419,35
LOC117684418,129
LOC117684416,5
LOC105339850,10
LOC105339849,6975
LOC117684421,6
LOC117684488,0
LOC117684489,6
LOC105339846,66362
LOC105339845,43500
LOC105339855,80
LOC105339844,17987
LOC105339843,110
LOC105339842,2235
LOC105339841,4461
LOC105339838,303
LOC105339840,171
LOC105323905,115725
LOC105339836,32000
LOC105339854,558
LOC105320325,189
LOC105320326,83
LOC105323656,2114
LOC117684424,852
LOC105320328,5665
LOC105320330,11271
LOC105320331,609
LOC105320337,0
LOC117684425,26
LOC105320332,17314
LOC105320333,20
LOC105334812,4
LOC105334811,2534
LOC105334810,11556
LOC105334809,47
LOC105334808,1121
LOC105326036,2
LOC105326045,3307
LOC105326040,9948
LOC105326041,5861
LOC105326042,48
LOC105326043,85
LOC105337711,0
LOC105345363,0
LOC105339173,530
LOC105339174,93
LOC105339175,1839
LOC105339225,315
LOC117684423,1227
LOC105339176,132219
LOC105339177,1209
LOC117684428,0
LOC117684422,63
LOC117684430,0
LOC105337652,717
LOC117684429,46
LOC117684431,1
LOC109619766,342
LOC117684427,9
LOC117684426,0
LOC105332564,801
LOC105332546,20628
LOC117684432,217
LOC105332537,9161
LOC117684433,5
LOC105317057,58179
LOC105317056,43645
LOC105317055,6238
LOC105317054,1547
LOC105317076,979
LOC105339046,694
LOC109620094,1730
LOC105339045,41
LOC105344048,9992
LOC105344039,1797
LOC105344038,526
LOC105344037,862
LOC105344036,2423
LOC105344034,10058
LOC105344033,33535
LOC105329542,1185
LOC105329533,736
LOC105323910,13
LOC105348515,3472
LOC117684434,171
LOC105342796,259
LOC105342716,16
LOC105342636,4073
LOC105342432,6332
LOC105342344,49254
LOC105342259,66
LOC117684435,11
LOC105338371,26
LOC105328568,31
LOC117684436,35
LOC105331289,194
LOC117684437,1
LOC117684438,97
LOC105331290,2628
LOC105331288,9036
LOC105325856,38459
LOC105325769,40989
LOC105325682,432
LOC117684439,0
LOC105332871,2
LOC105329275,62
LOC105329276,8
LOC105329277,1268
LOC117684440,15
LOC105331424,1
LOC105331427,120
LOC105331423,264
LOC105331421,13127
LOC105331420,8564
LOC105331416,45046
LOC105331417,6353
LOC105331414,23
LOC105331412,2242
LOC105331411,7527
LOC105331410,13502
LOC105331426,75913
LOC105331409,4234
LOC105331408,9775
LOC117684441,132
LOC105331407,9939
LOC105331406,19729
LOC105331405,3119
LOC105331404,3309
LOC105331403,1732
LOC105331425,131
LOC105331401,1674
LOC105331400,1941
LOC105331399,19
LOC105331398,3778
LOC105331397,1560
LOC105329265,4080
LOC105343861,4005
LOC105329264,996
LOC105329263,44690
LOC105329262,17720
LOC105329261,23037
LOC105336631,2517
LOC105336632,2505
LOC105336633,1018
LOC105336635,29150
LOC105318623,4728
LOC105318622,17925
LOC105318620,30
LOC105318617,706
LOC109617423,7
LOC105318616,5552
LOC105318615,1039
LOC105318614,65623
LOC105318612,48
LOC105342130,111598
LOC105325819,21880
LOC117684444,727
LOC105324805,193
LOC105335809,25
LOC117684447,20
LOC117684445,0
LOC117684449,2
LOC117684490,0
LOC117684491,0
LOC105346438,23
LOC105324247,0
LOC105346442,110
LOC105338770,582
LOC117684448,7
LOC117684446,2
LOC105338771,4750
LOC105338772,12004
LOC105338774,1488
LOC105338775,11035
LOC109619173,1621
LOC117684450,10
LOC117684451,50
LOC105338777,12
LOC117684452,43
LOC105338778,1130
Trnas-aga_26,0
LOC105338779,5386
LOC105338780,2244
LOC117684453,7
LOC105338781,7517
LOC105338782,152
LOC105338820,11937
LOC105338783,5753
LOC105338785,2646
LOC117684455,8189
LOC105338822,240
LOC117684456,32
LOC117684454,59
LOC105338786,3045
LOC105338787,4920
LOC105338789,1912
LOC105318990,1290
LOC105338790,167101
LOC105338791,4239
LOC105338792,3137
LOC117684457,335
LOC105338793,3472
LOC105338795,9260
LOC105338796,4465
LOC105338797,5132
LOC105338798,106329
LOC105338799,1342
LOC105338800,9096
LOC105338801,2119
LOC105338802,25279
LOC105338803,43812
LOC105338805,187
LOC105338807,1044
LOC105338806,3097
LOC105321789,642
LOC105319896,827
LOC105338809,3461
LOC105338825,10102
LOC105339188,39364
LOC105339187,1426
LOC105339186,3876
LOC109620111,1160
LOC105339185,393
LOC105339182,29129
LOC105339183,4760
LOC105339181,3579
LOC105339180,382
LOC105339179,14281
LOC105318376,9429
LOC105318378,4579
LOC105323230,13856
LOC105318379,4697
LOC105318408,5598
LOC105318380,12265
LOC105318381,523
LOC105318383,8292
LOC105318382,62
LOC105318384,3072
LOC105324065,34480
LOC105318387,12367
LOC105318388,6125
LOC105318389,4444
