"",Matrix::rowSums(assay(CPbla_cds))
LOC117683803,0
LOC105317251,1
LOC117683804,1
LOC105317128,0
LOC105317122,39
LOC105317117,24
LOC117680580,103
LOC105347234,0
LOC117683586,0
LOC117683425,0
LOC105317731,1834
LOC105317726,1
LOC105317730,7
LOC105344155,776
LOC105344154,125
LOC105344153,47847
LOC105344152,6371
LOC105344151,2482
LOC105344150,359031
LOC105344149,1143
LOC105344148,2700
LOC105344147,692
LOC105344146,10
LOC105344159,72
LOC105344142,805
LOC117683518,21
LOC117683516,1235
LOC117683517,28
LOC117683515,684
LOC117683519,18
LOC109620234,2
LOC105344144,1057
LOC105344157,462
LOC105344141,9
LOC105344140,32
LOC105343880,823
LOC105318776,1
LOC105318777,9
LOC109619728,130
LOC105324606,2736
LOC105324607,1317
LOC117683521,66
LOC109617703,2
LOC117683522,592
Trnas-aga_23,0
LOC105319097,8149
LOC117683524,6
LOC105319657,10
LOC117683523,5
LOC105328388,200
LOC105328386,298
LOC105328385,1185
LOC105333596,411
LOC105333597,201
LOC105333606,5731
LOC105333598,1260
LOC105333600,1
LOC105333601,2
LOC105333602,279
LOC105333603,0
LOC105333607,2
LOC105324339,7
LOC105330887,21364
LOC105330886,1518
LOC117683527,8
LOC105330885,4
LOC105330884,3201
LOC105330883,76
LOC105341694,681
LOC105330881,643
LOC105317862,1213
LOC105317861,64
LOC105326197,564
LOC105326196,15
LOC105326195,1196
LOC105330798,46
LOC105326193,49
LOC105326194,2246
LOC105326192,137
LOC105326191,0
LOC105326190,7
LOC105326198,0
LOC105345743,0
LOC117683529,0
LOC105345750,3291
LOC105345757,287
LOC105346045,3625
LOC117683426,2
LOC117683530,124
LOC105345767,498
LOC109620918,3
LOC105345772,6
LOC105345780,1
LOC117683531,10
LOC117683532,0
LOC105345790,9177
LOC105345795,56
LOC105345807,140
LOC105346066,122
LOC117680386,1587
LOC105345818,113
LOC105345825,11
LOC105345835,70
LOC105342337,1606
LOC105342336,66
LOC105324148,11
LOC117683535,65
LOC105324156,13
LOC105324172,1847
LOC105324180,1320
LOC117683536,12
LOC105324191,2803
LOC117683542,0
LOC117683539,110
LOC117683427,0
LOC117683541,4
LOC117683537,2
LOC117683543,0
LOC105324289,278
LOC105324680,0
LOC117683544,2
LOC117683428,0
LOC117683545,5
LOC109618110,0
LOC105324688,14
LOC105324308,1
LOC105324328,5
LOC109619456,3
LOC109618608,0
LOC109618607,0
LOC105333790,0
LOC105333791,0
LOC105333792,2
LOC117683546,3
LOC105339521,26
LOC117683547,0
LOC105339520,0
LOC105339523,2446
LOC105339524,6848
LOC117683549,2
LOC117683548,3490
LOC105339525,1183
LOC105339526,68
LOC105321386,65
LOC105334142,37
LOC105332003,0
LOC105331997,0
LOC117683429,22
LOC105331996,0
LOC105331995,1
LOC105331994,1
LOC105331992,67
LOC105330036,1238
LOC105330026,306
LOC105335223,43
LOC117683550,0
LOC105335213,247
LOC109618596,1
LOC117683551,0
LOC105327164,9968
LOC105327149,290
LOC105327138,1
LOC105327187,4
LOC117683552,0
LOC117683553,0
LOC105327106,525
LOC105327094,4392
LOC105327051,2236
LOC105327046,77
LOC105327039,234
LOC105326941,19
LOC105326931,15
LOC105343873,285
LOC117683554,0
LOC105343897,11198
Trnas-gcu_11,0
LOC105343871,1769
LOC117683559,202
LOC117683556,15
LOC117683563,0
LOC117683560,0
LOC117683562,0
LOC117683557,0
LOC105318780,61
LOC109617126,1
LOC117683564,304
LOC105343870,43
LOC105343896,63
LOC117683565,0
LOC117683561,1
LOC105344685,308
LOC117683567,32
LOC105344699,1
LOC105344689,3
LOC117683555,14
LOC117683558,2
LOC105317397,61
LOC105348402,711
LOC105348401,15
LOC105348400,103
LOC105348399,326
LOC105348398,7
LOC109617449,0
LOC117683568,1
LOC105318972,0
LOC105335352,427
LOC117683569,14
LOC117683571,3
LOC117683570,2
LOC117683430,249
LOC117680569,1
LOC105335354,23
LOC105335355,19
LOC105319875,377
LOC117683572,0
LOC105317694,57
LOC117683573,15
LOC117683574,3
LOC105336936,643
LOC105336934,23
LOC117683893,15
LOC117683894,1
LOC117683431,0
LOC117683896,0
LOC117683897,8
LOC117683898,203
LOC105320551,25
LOC109619902,343
LOC105332715,2
LOC117684066,0
LOC105332705,836
LOC105332706,433
LOC105332708,2901
LOC105332709,82
LOC105332710,0
LOC105332712,7701
LOC105332711,2860
LOC117683432,3
LOC109618576,0
LOC105326801,128
LOC117684067,0
LOC105326793,9
LOC117683433,12
LOC105326792,7
LOC105326791,3462
LOC105326790,1595
LOC105326789,12526
LOC109618573,1
LOC105326788,578
LOC105326800,369
LOC105326786,13
LOC105326785,9
LOC105326783,2
LOC105326782,8
LOC105326854,1343
LOC105326853,1565
LOC105326852,1465
LOC105326851,172
LOC117680625,1
LOC117684068,4
LOC117683434,139
LOC105328613,4889
LOC105328603,14743
LOC105328598,3626
LOC117684069,148
LOC105321169,84
LOC105321167,5809
LOC109617754,41
LOC117684071,7
LOC117684070,1
LOC117684072,2
LOC117684073,0
LOC117684074,0
LOC117684075,1
LOC105347748,0
LOC105347743,3403
LOC105347733,15691
LOC105347716,151
LOC105320971,2
LOC117684076,0
LOC105345521,0
LOC117684077,0
LOC105345526,1
LOC105345525,0
LOC105345527,30
LOC105345528,11
LOC105345530,1233
LOC105345532,412
LOC105345533,44
LOC105345534,23
LOC105327695,68
LOC117684078,0
LOC117684079,2
LOC105327705,1007
LOC105333687,1
LOC105333713,4
LOC105333688,28
LOC105333549,17
LOC105333550,0
LOC117680562,0
LOC105347505,1
LOC117684080,0
LOC117684082,2
LOC117684081,0
LOC105347506,0
LOC105347503,49
LOC105347501,4542
LOC105347499,17912
LOC105347500,1504
LOC105347497,4476
LOC105347496,11
LOC105341318,0
LOC117684083,4
LOC117684085,9
LOC105346247,0
LOC105346234,0
LOC105346235,0
LOC105346236,0
LOC105346237,8
LOC105346238,35
LOC105346239,8
LOC105346240,66
LOC105346244,12
LOC105346248,0
LOC117684086,0
LOC109620416,591
LOC105346245,18
LOC105328453,107
LOC105328454,457
LOC105328456,28
LOC117683435,0
LOC105334087,10
LOC109619498,6
LOC105342040,939
LOC105342039,4656
LOC105342038,384
LOC105332324,1253
LOC105334084,4802
LOC105334085,791
LOC117683972,5
LOC105344558,14
LOC105317757,0
LOC117683954,1
LOC105339488,8
LOC105349063,0
LOC105337084,0
LOC105337085,6
LOC105322636,1
LOC105322635,2
LOC105322634,0
LOC117683955,79
LOC105337408,1308
LOC105340042,7673
LOC105339995,0
LOC105342834,2
LOC105319593,0
LOC117683956,12
LOC117683957,1
LOC105319592,18
LOC117683436,0
LOC117683959,0
LOC117683958,8
LOC105336201,1
LOC105322628,5
LOC105348623,3885
LOC105348624,18879
LOC117683961,0
LOC105348625,0
LOC117683962,0
LOC117683963,28
LOC117683964,6
LOC117683965,0
LOC117683966,12
LOC105336806,0
LOC105338247,0
LOC117683967,0
LOC105339273,0
LOC105339274,0
LOC105339276,0
LOC117683969,0
LOC117683970,0
LOC117683971,0
LOC117683968,0
LOC117683609,2
LOC105339417,861
LOC105339416,8
LOC105339415,5
LOC105339414,20
LOC117683412,0
LOC117683437,1
LOC105348713,151
LOC117683482,1765
LOC105331942,203
LOC105331975,402
LOC105332218,0
LOC105331974,5
LOC117683476,0
LOC117683477,10
LOC117683479,1
LOC117683478,0
LOC117683668,68
LOC105340969,3
LOC105340968,555
LOC117683698,0
LOC105336424,1
LOC105328978,60
LOC105328976,1049
LOC105325762,1084
LOC105326331,228
LOC117683706,2
LOC105345224,185
LOC117683703,1
LOC117683707,15
LOC117683705,0
LOC117683704,0
LOC117683709,0
LOC105336218,78452
LOC117683700,2
LOC117683708,20
LOC105345225,0
LOC117683702,0
LOC105318576,488
LOC105336188,3
LOC105336187,1939
LOC105336185,914
LOC117683815,0
LOC117683816,156
LOC117683817,0
LOC105328986,2
LOC105328979,139
LOC117683818,4
LOC117683819,6400
LOC117683820,3
LOC105326606,10
LOC105318982,2
LOC105321956,0
LOC105340263,117
LOC109617455,1
LOC117683686,0
LOC117683438,1
LOC105331279,493
LOC105331280,2
LOC105331278,310
LOC105335289,1
LOC105340957,2
LOC105335316,0
Trnag-gcc_18,0
LOC105337024,0
LOC105337025,242
LOC105337026,6654
LOC105337038,0
LOC105337039,1
LOC105320489,0
LOC105320490,697
LOC105320491,2
LOC105340765,4
LOC117683923,26
LOC105340766,239
LOC105340769,18
LOC105320613,3
LOC105320567,62
LOC117683823,18
LOC105348249,2
LOC105348159,0
LOC105347962,1
LOC105348507,1
LOC105346500,5
LOC105346499,4
LOC117683813,8
LOC117683643,48
LOC117683614,1
LOC105331981,0
LOC105332400,0
LOC117683981,0
LOC117683671,0
LOC117683618,0
LOC117683681,0
LOC117683608,0
LOC117680462,0
LOC105321794,3
LOC117684037,0
LOC105343906,1
LOC117684038,0
LOC105332333,0
LOC117684043,0
LOC117680488,0
LOC117684042,9
LOC109619281,4
LOC105341346,17
LOC117683439,0
LOC117684041,0
Trnak-cuu_20,0
LOC105346934,282
LOC105345661,2
LOC105340825,0
LOC117684039,0
LOC105330263,5
LOC105324253,6
LOC105336018,0
LOC105336023,3
LOC117684044,16
LOC105336041,52
LOC105331733,72
LOC105336055,2
LOC117684045,1
LOC117683440,3
LOC117684046,16
LOC117684047,69
LOC105336177,10
LOC105320403,8
LOC105336192,10061
LOC105336082,185
Trnat-agu_18,0
LOC105320062,1107
LOC105329280,2501
LOC105322522,12
LOC105329110,0
LOC105332530,876
LOC105332545,24
LOC105332533,0
LOC105332534,24
LOC105329354,0
LOC105325100,0
LOC117683441,1
LOC105346373,0
LOC117683579,1
LOC117683442,0
LOC105332245,7
LOC117683620,0
LOC105334004,2
LOC105333994,8
LOC105333995,19
LOC105333996,4105
LOC105333997,31
LOC105333998,2
LOC105334006,1
LOC117683621,2
LOC105333999,0
LOC105334000,0
LOC117683622,1
LOC105334007,5
LOC105334001,3050
LOC105334003,2082
LOC117683623,0
LOC117683443,64
LOC117683624,0
LOC105345130,0
LOC105345129,30108
LOC105345128,3279
LOC117683625,1
LOC109619579,4
LOC105339585,0
LOC105339584,5
LOC105339586,616
LOC109620152,174
LOC117683626,0
LOC117683627,5
LOC109619990,0
LOC105342799,2
LOC117683629,0
LOC117683630,0
LOC105339590,0
LOC117683628,0
LOC117683444,0
LOC109620523,0
LOC105332256,21
LOC105319765,4
LOC105319766,14
LOC117683631,123
LOC105329346,387
LOC109618881,7107
LOC105329348,145525
LOC105318373,1583
LOC105317612,172
LOC117683632,0
LOC105317630,1528
LOC105334467,26
LOC105334474,4
LOC105334478,76
LOC105334483,3337
LOC105334500,1834
LOC105334509,2
LOC105334525,1
LOC117680356,37
LOC105334531,4
LOC117683633,9
LOC109619522,3
LOC117683634,0
LOC105334536,4
LOC105347657,1
LOC105317288,0
LOC105325698,13
LOC105325689,0
LOC117683635,3
LOC105325688,0
LOC117683636,0
LOC117683637,9
LOC117683638,0
LOC109621176,260
LOC117683884,29
LOC105341745,11331
LOC105341744,372
LOC105341746,65
LOC117683885,1
LOC117683886,19
LOC117683887,0
LOC117683445,0
LOC117684116,0
LOC117683446,0
LOC117684117,0
LOC117684118,0
LOC117684119,1
LOC105334505,147
LOC105339145,28
LOC117684125,4
LOC105329347,25
LOC105345614,0
LOC105329355,0
LOC117684121,0
LOC117684122,0
LOC117684123,0
LOC117684126,1
LOC117684120,0
LOC117684124,0
LOC117684127,0
LOC117683447,0
LOC117683448,0
LOC117684128,0
LOC105329373,128
LOC105329390,24
LOC105329399,13281
LOC105329405,12
LOC117684129,0
LOC105323965,75
LOC105340843,0
LOC105325904,20
LOC105347996,419
LOC105348009,198
LOC105348024,407
LOC105348036,1516
LOC117683487,7
LOC105348046,698
LOC105336962,2
LOC109619829,2
LOC109619830,0
LOC117683488,2
LOC105336956,779
LOC105336957,13984
LOC105336958,2
LOC105348385,0
LOC117683489,1
LOC117683449,2
LOC105331580,15
LOC109620173,0
LOC105324160,2
LOC117683490,0
LOC105320700,395
LOC117683491,0
LOC105325695,0
LOC117683450,1
LOC105341747,0
LOC105341815,1
LOC105348384,478
LOC105332842,2
LOC105348265,2235
LOC109617544,7
LOC105319574,5
LOC105319573,3153
LOC105319572,511
LOC105339169,21
LOC105329080,29
LOC105329081,13056
LOC109618846,51
LOC105329106,194
LOC117683451,80
LOC117680607,53
LOC117683492,0
LOC105329107,5854
LOC105334183,8
LOC105327002,0
LOC117683493,0
LOC105344731,22
LOC109618875,3
LOC105342482,0
LOC105342218,3
LOC105342224,16
LOC105342234,5446
LOC105342292,151
LOC105342311,13104
LOC117683495,0
LOC117683494,44
LOC105342355,3
LOC109620447,1
LOC117683496,7
LOC109620421,0
LOC117683497,0
LOC117683498,0
LOC105342362,3
LOC117683588,497
LOC105342372,249
LOC117684062,0
LOC117683452,0
LOC105342501,0
LOC105342382,0
LOC117684063,0
LOC117683822,0
LOC105342402,1
LOC105342409,5
LOC117684098,0
LOC105342417,5
LOC105342440,0
LOC105342448,6
LOC105342460,5
LOC105342467,5
LOC105348277,2695
LOC117684105,24
LOC117684099,6
LOC105319442,22
LOC109621220,8
LOC117684100,2
LOC109621221,6
LOC117684103,3
LOC117684104,13
LOC117684102,266
LOC117684101,84
LOC105340763,609
LOC105340762,2376
LOC105326932,7994
LOC105322349,7407
LOC105322348,1
LOC105322347,3
LOC105339060,0
LOC105339061,78
LOC105339062,4
LOC117683973,3
LOC117683975,516
LOC105322320,813
LOC109617905,63
LOC117683976,16
LOC105322319,12
LOC105322345,1
LOC105322318,0
LOC105322316,2
LOC105317112,0
LOC109617900,0
LOC105326409,24
LOC117683977,25
LOC105332451,12
LOC105328894,29
LOC105328895,8609
LOC105328896,6217
LOC105328897,2435
LOC105328899,1584
LOC105328900,7
LOC105328901,90
LOC105328902,68
LOC105330525,175
LOC105328903,52
LOC117683978,1
LOC117683979,0
LOC105322119,0
LOC105322118,0
LOC105322105,3
LOC117683980,0
LOC105322103,9
LOC105322102,2523
LOC105342712,1
LOC109619963,0
LOC105342713,0
LOC105342714,1
LOC105342715,16
LOC105342717,2700
LOC105342718,440
LOC117680515,52
LOC105336541,0
LOC117683710,0
LOC105320535,2
LOC117683711,1
LOC105344797,354
LOC105344795,8
LOC117683716,0
LOC117683713,0
LOC117683715,0
LOC117683714,0
LOC105334499,3
LOC117683712,1
LOC105346394,1165
LOC109621017,109
LOC117683595,0
LOC117683805,46
LOC117683665,6
LOC117683599,0
LOC109618806,0
LOC117683601,0
LOC109618807,1027
LOC105328611,199
LOC117680508,4780
LOC117683453,7
LOC117683868,0
LOC117683454,0
LOC105342764,224
LOC105342756,35931
LOC105342740,7
LOC109620924,0
LOC109620931,0
LOC117683873,0
LOC117683874,0
LOC117683875,0
LOC117683871,0
LOC117683869,0
LOC109619472,9
LOC109620932,0
LOC117683870,0
LOC109618851,0
LOC117683872,2
LOC117683877,0
LOC117683876,0
LOC105320119,4
LOC105320120,66
LOC105339034,0
LOC117683878,0
LOC117683880,0
LOC105320293,0
LOC105320292,59
LOC105320290,1321
LOC105320291,34
LOC105320289,23
LOC117683879,3
LOC105320287,15625
LOC105320286,19
LOC105320285,3491
LOC105320284,1271
LOC105320283,1160
LOC117683881,8
LOC105346545,219
LOC105346399,338
LOC105346544,1557
LOC105346543,6
LOC117680493,1908
LOC105346542,1611
LOC105346809,3596
LOC105346554,940
LOC105346541,46
LOC105346806,2748
LOC109618533,3
LOC105346538,1
LOC109621033,0
LOC105346536,0
LOC117683883,0
LOC117683882,0
LOC105346535,5
LOC117683455,0
LOC105343531,0
LOC105326470,0
LOC117683589,4
LOC117683456,0
LOC117683821,0
LOC117683717,0
LOC117683718,0
LOC105345744,1
LOC105345742,650
LOC105345740,17
LOC105340635,174
LOC105340637,0
LOC117683924,0
LOC117683925,2
LOC105340636,0
LOC105336967,4
LOC105336968,9
LOC105349013,0
LOC105336969,0
LOC117683927,0
LOC105318809,0
LOC105318810,0
LOC105318811,0
LOC105334533,0
LOC117683928,0
LOC105318824,0
LOC105318814,1
LOC105318826,2114
LOC105318815,390
LOC105343383,0
LOC117683929,0
LOC105343384,3666
LOC105343378,619
LOC105343381,1173
LOC117683930,0
LOC105317761,9
LOC117683931,319
LOC109617313,2
LOC109618224,0
LOC117684107,0
LOC117683575,0
LOC105317616,0
LOC117683584,10
LOC117683583,1
LOC117683664,0
LOC117683474,0
LOC117683473,0
LOC117683475,0
LOC117683472,0
LOC117683610,8
LOC109619525,5
LOC105332957,1517
LOC105332959,4
LOC117683682,0
LOC105319363,2
LOC117683585,2134
LOC117683457,0
LOC117684087,0
LOC117684089,0
LOC105334283,3
LOC105334282,40
LOC117684088,0
LOC105342573,0
LOC105342575,0
LOC109619242,0
LOC117680475,1
LOC117684090,0
LOC117684093,0
LOC117684091,0
LOC117683458,0
LOC105347615,682
LOC117684094,190
LOC105347596,17876
LOC117684092,6
LOC105347597,1
LOC105337718,2
LOC105337719,0
LOC105337720,0
LOC105337721,0
LOC105337722,247
LOC105340800,1
LOC117684095,26
LOC105344122,3
LOC105342414,115
LOC105342415,77
LOC105342416,2
LOC105342418,1
LOC117684096,0
LOC105342419,1
LOC117680312,0
LOC105342421,1
LOC105342422,676
LOC105342423,2
LOC105324151,3
LOC109617915,0
LOC117684097,2
LOC105346561,70
LOC105325046,20
LOC105325038,1
LOC105340585,436
LOC105329832,4792
LOC117683732,0
LOC117683459,73
LOC117683514,2
LOC117683667,116
LOC117683460,0
LOC105333207,8
LOC117683615,33
LOC117683461,0
LOC117683814,0
LOC117683596,0
LOC109617881,4
LOC105328308,2
LOC109618882,0
LOC105328306,2
LOC105345566,3
LOC117683644,5
LOC105328560,0
LOC117683462,0
LOC117683605,2
LOC105332284,0
LOC105327574,1
LOC117683862,0
LOC105332751,4
LOC105342576,0
LOC105327572,0
LOC117683863,0
LOC105328932,0
LOC105322451,16
LOC117683864,3
LOC117683866,0
LOC117683865,0
LOC105334284,0
LOC105334285,0
LOC105334287,526
LOC109619524,1
LOC105334288,3
LOC117683888,1935
LOC105334290,0
LOC105334289,0
LOC117683890,0
LOC105327351,0
LOC117683891,0
LOC105322407,1
LOC105322408,1
LOC105326011,6
LOC109617302,0
LOC109617300,2
LOC105317766,0
LOC117683463,0
LOC105317532,0
LOC117683464,0
LOC117683465,1
LOC105345535,6
LOC117680575,22
LOC117683484,0
LOC117683483,0
LOC117683597,516
LOC105348034,5
LOC117683641,4
LOC117683640,0
LOC105331230,0
LOC117683684,6
LOC117683466,93
LOC117683467,0
LOC117683468,43
LOC117683469,971
LOC105333483,9
LOC117684106,3
LOC105348019,1
LOC117683942,0
LOC117683938,1
LOC105336308,5
LOC117683937,4
LOC105322506,9
LOC117683939,0
LOC117683941,0
LOC117683940,0
LOC105322300,71
LOC117683936,0
LOC117683935,0
LOC117683944,0
LOC117683943,0
LOC117683945,3
LOC117683946,0
LOC117683470,0
LOC117683947,0
LOC117683948,967
LOC117684131,737125
LOC117684130,242
LOC117684133,1600443
LOC117683471,0
LOC117683949,22
LOC109619553,0
LOC105344735,0
LOC117683950,0
LOC105336970,33
LOC117683951,0
LOC105339485,2
LOC117684789,1
LOC117684145,1
LOC117684790,0
LOC117684791,2
LOC117684792,91
LOC117684793,2
LOC117684794,0
LOC109619864,193
LOC117684795,4
LOC109617917,1255
LOC117684146,11
LOC105324521,0
LOC105324520,879
LOC117684777,36
LOC117684147,153
LOC117684776,3
LOC117684148,0
LOC105325486,1
LOC105325511,7480
LOC105343682,6
LOC105325462,1709
LOC105320822,291
LOC105334752,3
LOC105320823,1
LOC105334827,5229
LOC117684779,0
LOC105334825,288
LOC117684780,4
LOC105321636,7
LOC105321635,6
LOC117684781,0
LOC105321634,3126
LOC105321633,10150
LOC105321632,1707
LOC105321629,2630
LOC109617814,1
LOC117684782,1
LOC105321627,2617
LOC117684783,1
LOC117684784,1
LOC117684787,0
LOC105321617,3
LOC109617043,0
LOC117684785,0
LOC105321618,1
LOC105321620,0
LOC105321621,2
LOC117684786,0
LOC105321622,0
LOC105321623,4659
LOC105321616,6295
LOC105321614,314
LOC105321613,5045
LOC105321612,0
LOC105321661,0
LOC117684548,2
LOC117685010,0
LOC117684459,0
LOC117684549,0
LOC105321609,1
LOC105321610,17060
LOC105321607,1908
LOC117684845,0
LOC105321606,2
LOC117684162,0
LOC117684679,5
LOC105321605,2
LOC105321604,202
LOC105321603,958
LOC117684803,23
LOC105341311,69
LOC105321659,0
LOC105321601,1062
LOC105321600,1669
Trnac-gca_10,0
LOC105321599,3461
LOC105321598,417
LOC105320914,62339
LOC109617724,24
LOC105320915,8560
LOC117684163,5
LOC117684804,82
LOC105343865,1
LOC105322203,2206
LOC105322196,10013
LOC105322197,1789
LOC105322198,5892
LOC105322199,103
LOC109620555,0
LOC105346357,44
LOC117684811,0
LOC117684809,0
LOC117684810,0
LOC105324647,445
LOC117684805,0
LOC105324649,3096
LOC117684812,422
LOC105324648,152
LOC117684808,0
LOC105324650,54
LOC105324652,2015
LOC105324651,1478
LOC105324653,19
LOC105324655,14
LOC117684164,0
LOC105324656,205
LOC105324657,4848
LOC105324658,29
LOC105324659,1367
LOC105324661,28388
LOC105324662,57
LOC105324676,68
LOC105326139,0
LOC117684807,9
LOC117684806,0
LOC105324677,0
LOC117684813,0
LOC117684166,0
LOC117684847,0
LOC105326141,6815
LOC117684848,7
LOC105326142,262
LOC117684850,42
LOC117684167,3
LOC105326143,8
LOC105326145,70
LOC105322764,2
LOC105326147,1759
LOC117684853,489
LOC105326149,1102
LOC117684852,8
LOC117684854,3585
LOC105326146,418
LOC117684851,1456
LOC105326148,13
LOC105326150,4981
LOC105326151,1770
LOC105326152,489
LOC105326159,1505
LOC105326153,5191
LOC105326154,695
LOC105326160,774
LOC117684857,9
LOC117684168,352
LOC117684856,0
LOC117684859,0
LOC117684467,2
LOC105343759,0
LOC109620665,26
LOC105343758,1068
LOC105343761,31
LOC105325610,633
LOC117684169,13
LOC105330891,6651
LOC105330890,744
LOC105330888,644
LOC105330901,1264
LOC105318515,345
LOC105318516,938
LOC105318513,124
LOC109619440,3
LOC105318512,578
LOC117684170,50
LOC105318510,407
LOC105318508,169
LOC105318507,360
LOC105318506,137
LOC117684242,1
LOC117684243,0
LOC117684244,98
LOC105318503,242
LOC117680454,2023
LOC117684245,11
LOC117684246,116
LOC117684171,2
LOC117684247,1
LOC109617173,12
LOC117684248,0
LOC117684249,11
LOC117684250,58
LOC117684252,9
LOC105318502,1717
LOC105318499,259
LOC105318497,1217
LOC105318496,859
LOC105318495,9
LOC105318494,62
LOC105318493,30
LOC105318492,60
LOC105318491,1276
LOC105318490,12850
LOC105318489,3772
LOC105318488,907
LOC105327975,252
LOC105327959,230
LOC105327960,1393
LOC109618722,320
LOC105327958,426
LOC105327957,264
LOC105327956,15123
LOC109618208,0
LOC117684256,1
LOC105327955,0
LOC117684257,6
LOC105327954,5
LOC105335257,8
LOC117684172,0
LOC105333832,3
LOC105335256,16282
LOC105335253,1921
LOC105335254,1960
LOC105335255,1202
LOC105342281,3897
LOC105335252,267
LOC105335251,7318
LOC105335249,192
LOC105335248,180
LOC105335247,4721
LOC105339051,28
LOC105339052,740
LOC105339057,4025
LOC105339055,3923
LOC105339054,2072
LOC105339053,2783
LOC105339056,2593
LOC105330823,18950
LOC105335167,965
LOC105335166,11852
LOC105335164,5
LOC105335165,1138
LOC105334750,704
LOC105341717,3825
LOC117684259,46
LOC105320638,1092
LOC105320637,4004
LOC105320636,437
LOC105320635,777
LOC105320634,19854
LOC105320662,782
LOC105320633,78
LOC105320632,447
LOC117684260,3
LOC117684261,32
LOC109620520,1
LOC117684262,0
LOC105320631,1
LOC105320630,31
LOC105320629,5255
LOC105320628,75
LOC105325883,0
LOC105325877,5075
LOC105325876,182
LOC105325875,20739
LOC105325874,322
LOC105325873,418
LOC105325872,10757
LOC105325871,19779
LOC105342068,958
LOC105342067,679
LOC105342066,1780
LOC105342065,2144
LOC105342063,4900
LOC105342062,5067
LOC105342059,973
LOC105342061,25
LOC105342060,10288
LOC117684263,53
LOC105342058,4946
LOC105342055,1581
LOC105342056,5406
LOC105342053,1406
LOC109618855,0
LOC117684265,0
LOC117684264,0
LOC117684269,0
LOC117684266,0
LOC117684268,0
LOC117684267,0
LOC117684270,0
LOC105342052,442
LOC105342048,530
LOC105342049,83
LOC105343353,1848
LOC105343352,418
LOC105343351,8291
LOC105343350,98
LOC105343349,8531
LOC105343348,2127
LOC105343346,423
LOC105343345,9
LOC105349038,46
LOC105349122,1
LOC105349036,4
LOC117684271,1
LOC105349026,0
LOC105349016,0
LOC117684272,0
LOC105344161,7
LOC105344160,14
LOC105324924,337
LOC109619482,160
LOC105324923,5
LOC105324922,1994
LOC105324920,0
LOC105324921,2
LOC117684273,0
LOC117684274,0
LOC105329621,24
LOC105329622,1553
LOC117684275,272
LOC105329620,9022
LOC105329618,706
LOC105329617,76571
LOC105329616,2532
LOC105329631,772
LOC105339260,255
LOC105341651,0
LOC117680503,39
LOC105329615,12349
LOC105329613,1302
LOC105329612,514
LOC105329611,309
LOC105329610,121
LOC105329609,604
LOC105329608,3716
LOC117684279,9
Trnai-uau_3,0
LOC105329606,1405
LOC117684278,10
LOC105329605,602
LOC105329604,184
LOC105329603,2229
LOC109618139,451
LOC105341980,821
LOC105341977,1669
LOC105341978,74
LOC105341976,2
LOC105332665,6586
LOC105341981,3
LOC105341975,39
LOC105327442,5
LOC105332514,5
LOC105327443,660
LOC105327445,147639
LOC117684281,1
LOC105327447,44
LOC105327448,4
LOC105327449,1808
LOC105327452,32
LOC105327450,2334
LOC105327454,922
LOC105334184,1
LOC105334185,0
LOC105334186,1
LOC105334187,1
LOC117684282,0
LOC105348503,1
LOC105348505,2
LOC105348509,1250
LOC105348510,1066
LOC105348511,281
LOC117684283,5
LOC105348513,1
LOC105348514,10
LOC117684284,0
LOC105348516,37
LOC105348518,2048
LOC105348520,6126
LOC105348521,867
LOC105348537,326
LOC117680645,14
LOC105318334,9
LOC117684285,3
LOC117684286,289
LOC105330918,2395
LOC105330919,1692
LOC117684287,153
LOC105330920,2
LOC105330922,4
LOC117684290,1
LOC105317533,4
LOC105317534,0
LOC105317535,0
LOC117684288,7
LOC109617047,5
LOC117684289,0
LOC105341828,52
LOC105317539,3227
LOC105317540,164
LOC105317541,33
LOC105317542,1
LOC117684291,176
LOC105317567,47
LOC117684293,176
LOC105346130,2600
LOC105332076,1
LOC117684292,25
LOC117684294,170
LOC105346128,3386
LOC117684295,1
LOC117680446,18
LOC105335419,295
LOC105317543,335
LOC117684296,75
LOC117684297,1166
LOC105346131,322
LOC105346127,298
LOC117684298,103
LOC117684299,11
LOC105346129,16
LOC105335417,176
LOC117684300,332
LOC105335423,0
LOC105335420,12320
LOC105335810,9
LOC105338525,187
LOC105331781,416
LOC105338537,458
LOC105338528,57233
LOC105338527,3
LOC105338529,143
LOC105338531,1426
LOC105338532,763
LOC105345098,23
LOC105345097,6953
LOC105345096,2603
LOC105345095,1393
LOC105338322,22
LOC105336494,34
LOC105336505,15
LOC105336482,18
LOC105336476,86
LOC105336453,1122
LOC105336443,0
LOC105336400,1
LOC105341691,4
LOC105341692,538
LOC105341693,1371
LOC105341695,929
LOC105341696,47
LOC105341698,1992
LOC105341699,3270
LOC105341700,1233
LOC105341701,2289
LOC105341702,1931
LOC105341712,3874
LOC117684301,460
LOC105341714,188
LOC105332408,472
LOC105332354,6158
LOC105332355,1467
LOC105332353,1
LOC105332352,3
LOC105332351,0
LOC105332406,0
LOC105332350,0
LOC109619255,0
LOC117684302,1
LOC117684303,1
LOC105332405,2
LOC105332348,2
LOC105332347,21
LOC117684304,2
LOC105332346,0
LOC105332345,0
LOC105322878,1328
LOC105317402,25702
LOC117684305,0
LOC117684306,14
LOC117684205,0
